"Table","Location"
"dbo.LMSPervasiveLearningConfigGroups","Both"
"dbo.LMSPervasiveLearningFeatureList","Both"
"dbo.LMSPervasiveLearningFeatureListAudit","Both"
"dbo.LMSReleaseDoceboFeatureToggle","Both"
"dbo.LMSRequiredCertificationEmployee","Both"
"dbo.LMSRequiredCertificationGroups","Both"
"dbo.LMSShareableCourseLink","Both"
"dbo.LMSSkillLearningPlan","Both"
"dbo.LMSStagingGroupsEligibleEmployees","Both"
"dbo.LMSSyncDeletionStage","Both"
"dbo.LMSTranscriptSettings","Both"
"dbo.LMSTranscriptSettingsColumnSelection","Both"
"dbo.LMSUnitDefinition","Both"
"dbo.LMSUnitDefinitionCulture","Both"
"dbo.LMSUserPreferences","Both"
"dbo.LMSVendor","Both"
"dbo.LMSVendorAuthenticationMode","Both"
"dbo.LMSWebHookCourseEnrollmentPayLoad","Both"
"dbo.LMSWebHookEvent","Both"
"dbo.LMSWebHookMetaDataPayLoad","Both"
"dbo.LMSWebHookOTJPayLoad","Both"
"dbo.LocationAddress","Both"
"dbo.LocationAddressArchive","Both"
"dbo.LocationAddressAudit","Both"
"dbo.LocationAddressCulture","Both"
"dbo.LocationAddressPermanent","Both"
"dbo.LocationTransferPolicy","Both"
"dbo.LocationTransferPolicyLocationProperty","Both"
"dbo.LocationTransferPolicyRestrictLocationProperty","Both"
"dbo.Log","Both"
"dbo.Logo","Both"
"dbo.LogoType","Both"
"dbo.LSLPolicy","Both"
"dbo.LSLPolicyEntitlementPolicy","Both"
"dbo.LSLPolicyStateConfiguration","Both"
"dbo.LSLPolicyStateConfigurationRevision","Both"
"dbo.LSLPolicyStateConfigurationRevisionEmploymentCategory","Both"
"dbo.LSLPolicyStateConfigurationRevisionEmploymentCategoryEmploymentStatus","Both"
"dbo.LSLPolicyStateConfigurationRevisionEmploymentCategoryLeaveDetails","Both"
"dbo.LSLPolicyStateConfigurationRevisionEmploymentCategoryLeaveEmploymentStatusReason","Both"
"dbo.LSLPolicyStateConfigurationRevisionEmploymentCategoryLeaveTAFWPayCodes","Both"
"dbo.LSLPolicyStateConfigurationRevisionEmploymentCategoryPayClass","Both"
"dbo.LStBEmployeeDetails","Both"
"dbo.LStBEmployeeDetailsAudit","Both"
"dbo.LStBEmployeeSIDetails","Both"
"dbo.LStBEmployeeSIDetailsAudit","Both"
"dbo.LStBEmployeeTaxDetails","Both"
"dbo.LStBEmployeeTaxDetailsAudit","Both"
"dbo.LStBEmployeeTaxReporting","Both"
"dbo.LStBEmployeeTaxReportingAudit","Both"
"dbo.LStBLegalEntityDetail","Both"
"dbo.LStBLegalEntityDetailAudit","Both"
"dbo.ManagerCategoryAus","Both"
"dbo.MandatoryProvidentFund","Both"
"dbo.MandatoryProvidentFundAudit","Both"
"dbo.MaritalStatus","Both"
"dbo.MaritalStatusBenefitGroup","Both"
"dbo.MaritalStatusBenefitGroupCulture","Both"
"dbo.MaritalStatusCountryContext","Both"
"dbo.MaritalStatusCulture","Both"
"dbo.MathOperator","Both"
"dbo.MathOperatorCulture","Both"
"dbo.MaxMBAllocatePolicy","Both"
"dbo.MaxMBAllocatePolicyAudit","Both"
"dbo.MBAllocatePolicy","Both"
"dbo.MBAllocatePolicyAudit","Both"
"dbo.MdseDept","Both"
"dbo.MdseDeptCulture","Both"
"dbo.MdseEvent","Both"
"dbo.MdseEventAssignment","Both"
"dbo.MdseEventCulture","Both"
"dbo.MdseEventOccurrance","Both"
"dbo.MdseEventOccurranceAxisImpact","Both"
"dbo.Measure","Both"
"dbo.MeasureCulture","Both"
"dbo.MeasureTemplate","Both"
"dbo.MeasureTemplateCulture","Both"
"dbo.MeasureTemplateGroup","Both"
"dbo.MeasureTemplateGroupCulture","Both"
"dbo.MeasureTemplateGroupVisualizationFolder","Both"
"dbo.MedicareLevyExemptionType","Both"
"dbo.MedicareLevyExemptionTypeCulture","Both"
"dbo.MessageFormat","Both"
"dbo.MessageNotificationUserPreferences","Both"
"dbo.MFAConfig","Both"
"dbo.MFAConfigAudit","Both"
"dbo.MFAConfigIPAddressExemption","Both"
"dbo.MFAConfigIPAddressExemptionAudit","Both"
"dbo.MFAConfigRole","Both"
"dbo.MFAConfigRoleAudit","Both"
"dbo.MFAConfigVerificationMethod","Both"
"dbo.MFAConfigVerificationMethodAudit","Both"
"dbo.MFACountryPhoneProvider","Both"
"dbo.MFACountryProviderConfig","Both"
"dbo.MFARegistration","Both"
"dbo.MFARegistrationAudit","Both"
"dbo.MFARegistrationDetail","Both"
"dbo.MFASetting","Both"
"dbo.MFASettingAudit","Both"
"dbo.MFAVerificationMethod","Both"
"dbo.MFAVerificationMethodAudit","Both"
"dbo.MidQuarterHistoryImport","Both"
"dbo.MigratedROEHistory","Both"
"dbo.MilitaryBranch","Both"
"dbo.MilitaryBranchCulture","Both"
"dbo.MilitaryHistory","Both"
"dbo.MLForecastAdditionalFeatures","Both"
"dbo.MLForecastAggregatedKpi","Both"
"dbo.MLForecastCulture","Both"
"dbo.MLForecastExclusionPeriod","Both"
"dbo.MPDataDefinition","Both"
"dbo.MPDataDefinitionColumn","Both"
"dbo.MPDataDefinitionColumnCulture","Both"
"dbo.MPDataDefinitionColumnMapping","Both"
"dbo.MPDataDefinitionCulture","Both"
"dbo.MPMarketData","Both"
"dbo.MPMarketDataCulture","Both"
"dbo.MPMarketDataJobTrack","Both"
"dbo.MPMarketDataRecordColumnData","Both"
"dbo.MPMarketDataRecordRow","Both"
"dbo.MSWWFMUS","Both"
"dbo.MultithreadingSetting","Both"
"dbo.MUSOtherType","Both"
"dbo.MyOpsDashboard","Both"
"dbo.MyOpsDashboardCulture","Both"
"dbo.MyOpsGraph","Both"
"dbo.MyOpsGraphCulture","Both"
"dbo.MyOpsGrid","Both"
"dbo.MyOpsGridCulture","Both"
"dbo.NameAffix","Both"
"dbo.NameAffixCountryContext","Both"
"dbo.NameAffixCulture","Both"
"dbo.NameSuffix","Both"
"dbo.NameSuffixCulture","Both"
"dbo.NavigationOption","Both"
"dbo.NewFeatureRoleList_TFS637519_TFS775188_TFS831307_Step27357","Both"
"dbo.NewHireEmployeePRPayRun","Both"
"dbo.NonWorkStaffingRequirement","Both"
"dbo.NonWorkStaffingRequirementLabor","Both"
"dbo.NorthernIrelandCommunityBackground","Both"
"dbo.NorthernIrelandDeterminationMethod","Both"
"dbo.NotificationGroup","Both"
"dbo.NotificationGroupCulture","Both"
"dbo.NPFRegimeMUS","Both"
"dbo.NuapayIBANCountry","Both"
"dbo.Numbers","Both"
"dbo.NwdPeriod","Both"
"dbo.NwdPeriodAudit","Both"
"dbo.NZLTaxCode","Both"
"dbo.ObsoleteNationalityISOCountry","Both"
"dbo.OccupationalCategoryAus","Both"
"dbo.OfferLetterWorkAssignment","Both"
"dbo.OfflineFeatureFlag","Both"
"dbo.OldNewCandidateID_TCI26750_Step37250","Both"
"dbo.OnboardingChecklist","Both"
"dbo.OnboardingChecklistCulture","Both"
"dbo.OnboardingChecklistESignTemplate","Both"
"dbo.OnboardingChecklistTask","Both"
"dbo.OnboardingChecklistTaskAttachmentViewHistory","Both"
"dbo.OnboardingChecklistTaskCulture","Both"
"dbo.OnboardingChecklistType","Both"
"dbo.OnboardingEmployeeChecklistCompletedTask","Both"
"dbo.OnboardingEmployeeChecklistCompletedTaskAudit","Both"
"dbo.OnboardingEmployeeEVerifyStatus","Both"
"dbo.OnboardingEmployeeI9","Both"
"dbo.OnboardingEmployeeI9Audit","Both"
"dbo.OnboardingEmployeeI9ExternalLocationCode","Both"
"dbo.OnboardingEmployeeI9Status","Both"
"dbo.OnboardingEmployeeManagerChecklistTask","Both"
"dbo.OnboardingEmployeeManagerChecklistTaskAudit","Both"
"dbo.OnboardingEOPESignTemplateSection","Both"
"dbo.OnboardingESignTemplateRecipient","Both"
"dbo.OnboardingGSBenefits","Both"
"dbo.OnboardingGSChecklist","Both"
"dbo.OnboardingGSChecklistCulture","Both"
"dbo.OnboardingGSChecklistGuidedProcess","Both"
"dbo.OnboardingGSChecklistSection","Both"
"dbo.OnboardingGSChecklistSectionCulture","Both"
"dbo.OnboardingGSChecklistTaxWithholdingForm","Both"
"dbo.OnboardingGSCustomSection","Both"
"dbo.OnboardingGSCustomSectionCulture","Both"
"dbo.OnboardingGSEmployeeChecklist","Both"
"dbo.OnboardingGSEmployeeChecklistSection","Both"
"dbo.OnboardingGSKeyPeople","Both"
"dbo.OnboardingGSKeyPeopleSection","Both"
"dbo.OnboardingGSLearning","Both"
"dbo.OnboardingGSMeetYourGuide","Both"
"dbo.OnboardingGSMeetYourTeam","Both"
"dbo.OnboardingGSMessageAuthor","Both"
"dbo.OnboardingGSMessageAuthorType","Both"
"dbo.OnboardingGSMessageAuthorTypeCulture","Both"
"dbo.OnboardingGSSection","Both"
"dbo.OnboardingGSSectionResource","Both"
"dbo.OnboardingGSSectionResourceCulture","Both"
"dbo.OnboardingGSSectionResourceSubSection","Both"
"dbo.OnboardingGSSectionResourceSubSectionCulture","Both"
"dbo.OnboardingGSSectionType","Both"
"dbo.OnboardingGSSectionTypeCulture","Both"
"dbo.OnboardingGSSectionVideo","Both"
"dbo.OnboardingGSSectionVideoCulture","Both"
"dbo.OnboardingGuideAssignment","Both"
"dbo.OnboardingITWFormsForEOP","Both"
"dbo.OnboardingITWFormsSectionForEOP","Both"
"dbo.OnboardingKeyPeople","Both"
"dbo.OnboardingKeyPeopleCulture","Both"
"dbo.OnboardingMeetYourTeamSectionEmployees","Both"
"dbo.OnboardingMeetYourTeamSectionForEOP","Both"
"dbo.OnboardingMeetYourTeamSectionType","Both"
"dbo.OnboardingPolicy","Both"
"dbo.OnboardingPolicyCulture","Both"
"dbo.OnboardingPolicyManagerChecklist","Both"
"dbo.OnboardingPolicyManagerChecklistCulture","Both"
"dbo.OnboardingTaxWithholdingForm","Both"
"dbo.OnboardingTaxWithholdingFormCountry","Both"
"dbo.OnboardingVideoSource","Both"
"dbo.OnboardingVideoSourceCulture","Both"
"dbo.OnboardingWelcomeConfig","Both"
"dbo.OnboardingWelcomeConfigCulture","Both"
"dbo.OnboardingWelcomeMessageToken","Both"
"dbo.OnboardingWelcomeMessageTokenCulture","Both"
"dbo.OnCallStatus","Both"
"dbo.OnCallStatusCulture","Both"
"dbo.OnDemandOffCycleAutoCommitQueue","Both"
"dbo.OnDemandOffCycleAutoCommitQueueAudit","Both"
"dbo.OpenShiftBid","Both"
"dbo.OpenShiftBidForGroupSchedule","Both"
"dbo.OpenShiftBidForGroupScheduleAudit","Both"
"dbo.OperationTemplate","Both"
"dbo.OperationTemplateCriteria","Both"
"dbo.OperationTemplateCulture","Both"
"dbo.OperationTemplateEntity","Both"
"dbo.OperationTemplateOrgUnit","Both"
"dbo.OperationTemplateRole","Both"
"dbo.OperationTemplateUser","Both"
"dbo.OperationTemplateView","Both"
"dbo.OpHrsException","Both"
"dbo.OpHrsExceptionCulture","Both"
"dbo.OpHrsPattern","Both"
"dbo.OpHrsPatternAssignment","Both"
"dbo.OpHrsPatternDay","Both"
"dbo.OpHrsRecurExceptionDetails","Both"
"dbo.OrderedPercentTypeByTaxAuthorityWageAttachmentType","Both"
"dbo.OrgComparison","Both"
"dbo.OrgHierarchyPrimary","Both"
"dbo.OrgLevel","Both"
"dbo.OrgLevelCulture","Both"
"dbo.OrgLocationType","Both"
"dbo.OrgLocationTypeCulture","Both"
"dbo.OrgUnit","Both"
"dbo.OrgUnitAudit","Both"
"dbo.OrgUnitComdataTFS57376","Both"
"dbo.OrgUnitCulture","Both"
"dbo.OrgUnitDelete","Both"
"dbo.OrgUnitGPSLocation","Both"
"dbo.OrgUnitImportRecord","Both"
"dbo.OrgUnitLegalEntity","Both"
"dbo.OrgUnitLegalEntityAudit","Both"
"dbo.OrgUnitLocationTypeList","Both"
"dbo.OrgUnitMobileAddress","Both"
"dbo.OrgUnitMobileAddressDef","Both"
"dbo.OrgUnitMobileAddressSchedule","Both"
"dbo.OrgUnitParent","Both"
"dbo.OrgUnitParentAudit","Both"
"dbo.OrgUnitTask","Both"
"dbo.OrgUnitTaskDetail","Both"
"dbo.OrgUnitTempClosure","Both"
"dbo.OrgUnitTempClosureCulture","Both"
"dbo.OrgUpdateHistory","Both"
"dbo.OrgUpdateStatus","Both"
"dbo.OriginCodeDefinition","Both"
"dbo.OSHALocationConfig","Both"
"dbo.OTBankingPayOut","Both"
"dbo.OTOfferReasonType","Both"
"dbo.OTOfferReasonTypeCulture","Both"
"dbo.OTOfferResponseType","Both"
"dbo.OTOfferResponseTypeCulture","Both"
"dbo.OTOfferTransaction","Both"
"dbo.OverrideAverageWeeklyPayReason","Both"
"dbo.OvertimeEqualizationEmployeePeriod","Both"
"dbo.OvertimeEqualizationEmployeeTransaction","Both"
"dbo.OvertimeEqualizationEmployeeTransferType","Both"
"dbo.OvertimeEqualizationFilter","Both"
"dbo.OvertimeEqualizationFilterCulture","Both"
"dbo.OvertimeEqualizationGroup","Both"
"dbo.OvertimeEqualizationGroupCulture","Both"
"dbo.OvertimeEqualizationGroupEmployeeExclusion","Both"
"dbo.OvertimeEqualizationGroupFilter","Both"
"dbo.OvertimeEqualizationGroupPolicyManagement","Both"
"dbo.OvertimeEqualizationHoursToGroupType","Both"
"dbo.OvertimeEqualizationHoursToGroupTypeCulture","Both"
"dbo.OvertimeEqualizationNewHireType","Both"
"dbo.OvertimeEqualizationTransactionSource","Both"
"dbo.OvertimeEqualizedHoursCalculationTrigger","Both"
"dbo.OvertimeEqualizedHoursCalculationTriggerCulture","Both"
"dbo.OvertimeEqualizedHoursPolicy","Both"
"dbo.OvertimeEqualizedHoursPolicyCulture","Both"
"dbo.OvertimeEqualizedHoursPolicyRule","Both"
"dbo.OvertimeEqualizedHoursPolicyRuleCulture","Both"
"dbo.P11DImport","Both"
"dbo.P11DImport_AssetAvailable","Both"
"dbo.P11DImport_AssetTransferred","Both"
"dbo.P11DImport_CarsAndFuel","Both"
"dbo.P11DImport_EmployeePayment","Both"
"dbo.P11DImport_Loan","Both"
"dbo.P11DImport_OtherItemClass1A","Both"
"dbo.P11DImport_OtherItemNonClass1A","Both"
"dbo.P60Form","Both"
"dbo.PAGIBIG","Both"
"dbo.PAGIBIGAudit","Both"
"dbo.ParsedDocument","Both"
"dbo.PartialTAFWDefinition","Both"
"dbo.PartialTAFWDefinitionCulture","Both"
"dbo.PartialTAFWDefinitionElementValue","Both"
"dbo.PartialTAFWDefinitionMethod","Both"
"dbo.PartialTAFWDefinitionSegment","Both"
"dbo.PartialTAFWDefinitionSegmentCulture","Both"
"dbo.PasswordPolicy","Both"
"dbo.PasswordPolicyAudit","Both"
"dbo.PasswordPolicyCulture","Both"
"dbo.PatentHistory","Both"
"dbo.PayAdjCode","Both"
"dbo.PayAdjCodeBalance","Both"
"dbo.PayAdjCodeBalanceAudit","Both"
"dbo.PayAdjCodeCulture","Both"
"dbo.PayAdjCodeGroup","Both"
"dbo.PayAdjCodeGroupCulture","Both"
"dbo.PayAdjCodeGroupPayAdjCodeList","Both"
"dbo.PayAdjCodeToApprovalGroup","Both"
"dbo.PayAdjustmentBatchStage","Both"
"dbo.PayAdjustmentBatchStageLaborMetric","Both"
"dbo.PayCard","Both"
"dbo.PayCardTransaction","Both"
"dbo.PayCategory","Both"
"dbo.PayCategoryCulture","Both"
"dbo.PayCategoryGroup","Both"
"dbo.PayCategoryGroupCulture","Both"
"dbo.PayClass","Both"
"dbo.PayClassAus","Both"
"dbo.PayClassCulture","Both"
"dbo.PayClassFrequency","Both"
"dbo.PayClassFrequencyCulture","Both"
"dbo.PayClassGroup","Both"
"dbo.PayClassGroupCulture","Both"
"dbo.PayCodeAnonGroup","Both"
"dbo.PayCodeAnonGroupCulture","Both"
"dbo.PayCodeAnonMap","Both"
"dbo.PayEntryUpdateRequest","Both"
"dbo.PayEntryUpdateRequestStatus","Both"
"dbo.PayExportFilesLog","Both"
"dbo.PayExportLog","Both"
"dbo.PayFrequency","Both"
"dbo.PayFrequencyCulture","Both"
"dbo.PayGrade","Both"
"dbo.PayGradeCulture","Both"
"dbo.PayGradeGroup","Both"
"dbo.PayGradeGroupAssignment","Both"
"dbo.PayGradeGroupCulture","Both"
"dbo.PayGroup","Both"
"dbo.PayGroupAbsenceTypeMappingElementValue","Both"
"dbo.PayGroupAbsenceTypeMappingQualifier","Both"
"dbo.PayGroupAbsenceTypeMappingQualifierCulture","Both"
"dbo.PayGroupAbsenceTypeMappingRule","Both"
"dbo.PayGroupAbsenceTypeMappingRuleCulture","Both"
"dbo.PayGroupAbsenceTypeMappingRuleSet","Both"
"dbo.PayGroupAbsenceTypeMappingRuleSetCulture","Both"
"dbo.PayGroupArrearsSchedule","Both"
"dbo.PayGroupAssignment","Both"
"dbo.PayGroupAudit","Both"
"dbo.PayGroupCalculationCalendar","Both"
"dbo.PayGroupCalendar","Both"
"dbo.PayGroupCalendarAudit","Both"
"dbo.PayGroupCalendarGroup","Both"
"dbo.PayGroupCalendarOrg","Both"
"dbo.PayGroupCulture","Both"
"dbo.PayGroupDeduction","Both"
"dbo.PayGroupDeductionLimit","Both"
"dbo.PayGroupDeductionParam","Both"
"dbo.PayGroupDeliveryPackage","Both"
"dbo.PayGroupDeliveryPackageAudit","Both"
"dbo.PayGroupEarning","Both"
"dbo.PayGroupEarningElementValue","Both"
"dbo.PayGroupEarningLimit","Both"
"dbo.PayGroupEarningParam","Both"
"dbo.PayGroupEarningQualifier","Both"
"dbo.PayGroupEarningQualifierCulture","Both"
"dbo.PayGroupEarningRule","Both"
"dbo.PayGroupEarningRuleCulture","Both"
"dbo.PayGroupEarningRuleSet","Both"
"dbo.PayGroupEarningRuleSetCulture","Both"
"dbo.PayGroupExportEntityOption","Both"
"dbo.PayGroupExportEntityOptionCulture","Both"
"dbo.PayGroupLegalEntity","Both"
"dbo.PayGroupPayroll","Both"
"dbo.PayGroupPayrollAudit","Both"
"dbo.PayGroupPayrollPropertyAlertType","Both"
"dbo.PayGroupPayrollPropertyAlertTypeCulture","Both"
"dbo.PayGroupSelectedExportEntityOption","Both"
"dbo.PayGroupToDocMgmtType","Both"
"dbo.PayGroupWFMMappingElementValue","Both"
"dbo.PayGroupWFMMappingQualifier","Both"
"dbo.PayGroupWFMMappingQualifierCulture","Both"
"dbo.PayGroupWFMMappingRule","Both"
"dbo.PayGroupWFMMappingRuleCulture","Both"
"dbo.PayGroupWFMMappingRuleSet","Both"
"dbo.PayGroupWFMMappingRuleSetCulture","Both"
"dbo.PayHoliday","Both"
"dbo.PayHolidayCulture","Both"
"dbo.PayHolidayGroup","Both"
"dbo.PayHolidayGroupAssignment","Both"
"dbo.PayHolidayGroupCulture","Both"
"dbo.PayHolidayGroupList","Both"
"dbo.PayHolidayType","Both"
"dbo.PayHolidayTypeCulture","Both"
"dbo.PayPeriod","Both"
"dbo.PayPeriodOrg","Both"
"dbo.PayPeriodSuffix","Both"
"dbo.PayPolicy","Both"
"dbo.PayPolicyAssignment","Both"
"dbo.PayPolicyAudit","Both"
"dbo.PayPolicyCulture","Both"
"dbo.PayPolicyDynamicReallocation","Both"
"dbo.PayPolicyDynamicReallocationElementValue","Both"
"dbo.PayPolicyDynamicReallocationPayCategory","Both"
"dbo.PayPolicyElementValue","Both"
"dbo.PayPolicyElementValueAudit","Both"
"dbo.PayPolicyIncentiveDefinition","Both"
"dbo.PayPolicyRateDisplay","Both"
"dbo.PayPolicyRateDisplayElementValue","Both"
"dbo.PayPolicyRule","Both"
"dbo.PayPolicyRuleAudit","Both"
"dbo.PayPolicyRuleCulture","Both"
"dbo.PayPolicyRuleDataFilter","Both"
"dbo.PayPolicyRuleDataFilterAudit","Both"
"dbo.PayPolicyRuleDataFilterCulture","Both"
"dbo.PayPolicyRuleQualifier","Both"
"dbo.PayPolicyRuleQualifierAudit","Both"
"dbo.PayPolicyRuleQualifierCulture","Both"
"dbo.PayrollAPJCPFCap","Both"
"dbo.PayrollAPJTaxDefinitionDetails","Both"
"dbo.PayrollAPJTaxDetails","Both"
"dbo.PayrollAPJTaxParameterDetails","Both"
"dbo.PayrollAPJTaxWagesDefinition","Both"
"dbo.PayrollFeatureCountry","Both"
"dbo.PayrollRTIParameterDef","Both"
"dbo.PayrollRTIUserSuppliedParameter","Both"
"dbo.PayrollRTIUserSuppliedParameterValue","Both"
"dbo.PayRunDocument","Both"
"dbo.PayRunDocumentSet","Both"
"dbo.PayRunDocumentType","Both"
"dbo.PayrunPayEntryUpdateLog","Both"
"dbo.PayrunPayEntryUpdateRequest","Both"
"dbo.PayType","Both"
"dbo.PayTypeCulture","Both"
"dbo.PayTypeGroup","Both"
"dbo.PayTypeGroupCulture","Both"
"dbo.PayTypeGroupExtension","Both"
"dbo.PayzoneExportHistory","Both"
"dbo.PDMBackgroundJobLog","Both"
"dbo.PendingScheduleChangesShortlyBeforeShift","Both"
"dbo.PendingScheduleChangesShortlyBeforeShiftMB","Both"
"dbo.PensionType","Both"
"dbo.PensionTypeCulture","Both"
"dbo.PeopleGroupEmployeeAccessor","Both"
"dbo.PeopleGroupEmployeeAccessorKey","Both"
"dbo.PerformanceCycle","Both"
"dbo.PerformanceCycleCulture","Both"
"dbo.PerformanceRating","Both"
"dbo.PerformanceRatingCulture","Both"
"dbo.PerformanceUserProfile","Both"
"dbo.PerformanceUserSecureViewCurrentCache","Both"
"dbo.PeriodApprove","Both"
"dbo.PeriodApproveAudit","Both"
"dbo.PeriodAuthorization","Both"
"dbo.PeriodAuthorizationAudit","Both"
"dbo.PeriodPlanKPI","Both"
"dbo.PeriodPlanKPICulture","Both"
"dbo.PeriodRecurrence","Both"
"dbo.PeriodRecurrenceCulture","Both"
"dbo.Person","Both"
"dbo.PersonAddress","Both"
"dbo.PersonAddressAudit","Both"
"dbo.PersonAddressAuditArchive","Both"
"dbo.PersonContact","Both"
"dbo.PersonContact_TCI26750_Step37250","Both"
"dbo.PersonContactAudit","Both"
"dbo.PersonContactAuditArchive","Both"
"dbo.PersonEntityType","Both"
"dbo.PersonGroups","Both"
"dbo.PersonManagementApproval","Both"
"dbo.PersonManagementApprovalArchive","Both"
"dbo.PersonManagementApprovalAudit","Both"
"dbo.PersonManagementApprovalStatus","Both"
"dbo.PersonManagementApprovalStatusCulture","Both"
"dbo.PersonManagementCountryPolicy","Both"
"dbo.PersonManagementCountryPolicyAudit","Both"
"dbo.PersonManagementCountryPolicyCulture","Both"
"dbo.PersonManagementCountryPolicyType","Both"
"dbo.PersonManagementCountryPolicyTypeCulture","Both"
"dbo.PersonManagementExemption","Both"
"dbo.PersonManagementExemptionAudit","Both"
"dbo.PersonManagementRemovalActionStatus","Both"
"dbo.PersonManagementRemovalActionStatusCulture","Both"
"dbo.Perspective","Both"
"dbo.PerspectiveCulture","Both"
"dbo.PerspectiveTimeJoin","Both"
"dbo.PertubuhanKeselamatanSosial","Both"
"dbo.PertubuhanKeselamatanSosialAudit","Both"
"dbo.PFBehavior","Both"
"dbo.PFBehaviorCulture","Both"
"dbo.PFBehaviorIndicator","Both"
"dbo.PFCompetency","Both"
"dbo.PFCompetencyCategory","Both"
"dbo.PFCompetencyCategoryCulture","Both"
"dbo.PFCompetencyCulture","Both"
"dbo.PFCompetencyDeptJob","Both"
"dbo.PFDevelopmentLearningPlan","Both"
"dbo.PFDevelopmentPlan","Both"
"dbo.PFDevelopmentPlanActivity","Both"
"dbo.PFDevelopmentPlanActivityProgress","Both"
"dbo.PFDevelopmentPlanProgress","Both"
"dbo.PFDevelopmentPlanPurposeCategory","Both"
"dbo.PFDevelopmentPlanPurposeCategoryCulture","Both"
"dbo.PFDraftGoal","Both"
"dbo.PFEmployeeGoal","Both"
"dbo.PFEmployeeGoalProgress","Both"
"dbo.PFEmployeeGoalTaskStatus","Both"
"dbo.PFEmployeeReview","Both"
"dbo.PFEmployeeReviewCycle","Both"
"dbo.PFEmployeeReviewCycleAddReviewer","Both"
"dbo.PFEmployeeReviewCycleStatus","Both"
"dbo.PFEmployeeReviewCycleWorkflow","Both"
"dbo.PFEmployeeReviewEligibility","Both"
"dbo.PFEmployeeReviewStats","Both"
"dbo.PFGoal","Both"
"dbo.PFGoalCategory","Both"
"dbo.PFGoalCategoryCulture","Both"
"dbo.PFGoalCulture","Both"
"dbo.PFGoalShare","Both"
"dbo.PFGoalTargetType","Both"
"dbo.PFGoalTargetTypeCulture","Both"
"dbo.PFGoalTask","Both"
"dbo.PFGoalTaskCulture","Both"
"dbo.PFNotificationQueue","Both"
"dbo.PFPeerReviewerType","Both"
"dbo.PFPeerReviewerTypeCulture","Both"
"dbo.PFPeerReviewNotificationMessage","Both"
"dbo.PFPerformanceElementValue","Both"
"dbo.PFPerformanceQualifier","Both"
"dbo.PFPerformanceQualifierCulture","Both"
"dbo.PFQuestion","Both"
"dbo.PFQuestionCulture","Both"
"dbo.PFQuestionOption","Both"
"dbo.PFQuestionOptionCulture","Both"
"dbo.PFRatingScale","Both"
"dbo.PFRatingScaleCulture","Both"
"dbo.PFRatingScaleIncrement","Both"
"dbo.PFRatingScaleIncrementCulture","Both"
"dbo.PFReviewCompetency","Both"
"dbo.PFReviewCompetencyBehavior","Both"
"dbo.PFReviewCycle","Both"
"dbo.PFReviewCycleCulture","Both"
"dbo.PFReviewCyclePeerType","Both"
"dbo.PFReviewCyclePeerTypeCulture","Both"
"dbo.PFReviewCycleQualifier","Both"
"dbo.PFReviewDevelopmentPlan","Both"
"dbo.PFReviewEntity","Both"
"dbo.PFReviewGoal","Both"
"dbo.PFReviewInvite","Both"
"dbo.PFReviewInviteSection","Both"
"dbo.PFReviewQuestion","Both"
"dbo.PFReviewSectionRating","Both"
"dbo.PFReviewStatus","Both"
"dbo.PFReviewStatusCulture","Both"
"dbo.PFReviewStep","Both"
"dbo.PFReviewStepCulture","Both"
"dbo.PFTag","Both"
"dbo.PFTagType","Both"
"dbo.PFTagTypeCulture","Both"
"dbo.PFTemplateSection","Both"
"dbo.PFTemplateSectionCompetencyCategory","Both"
"dbo.PFTemplateSectionCulture","Both"
"dbo.PFTemplateSectionDevelopmentPlanPurposeCategory","Both"
"dbo.PFTemplateSectionGoalCategory","Both"
"dbo.PFTemplateSectionQuestion","Both"
"dbo.PhilHealth","Both"
"dbo.PhilHealthAudit","Both"
"dbo.PinnedCandidate","Both"
"dbo.PinnedTalentPool","Both"
"dbo.PlanAssignment","Both"
"dbo.PlanBudget","Both"
"dbo.PlanBudgetElementValue","Both"
"dbo.PlanBudgetStatus","Both"
"dbo.PlanBudgetVersion","Both"
"dbo.PlanComment","Both"
"dbo.PlanCulture","Both"
"dbo.PlanDefinition","Both"
"dbo.PlanDefinitionAssignment","Both"
"dbo.PlanDefinitionCulture","Both"
"dbo.PlanDriverForecastPolicy","Both"
"dbo.PlanElement","Both"
"dbo.PlanElementConfiguration","Both"
"dbo.PlanElementConfigurationOverwrite","Both"
"dbo.PlanElementGroup","Both"
"dbo.PlanElementGroupMember","Both"
"dbo.PlanHierarchyType","Both"
"dbo.PlanKPI","Both"
"dbo.PlanKPIAxis","Both"
"dbo.PlanKPIAxisDay","Both"
"dbo.PlanKPIAxisMinute","Both"
"dbo.PlanKPIAxisWeek","Both"
"dbo.PlanKPIAxisWeekCalc","Both"
"dbo.PlanKpiConfiguration","Both"
"dbo.PlanKpiConfigurationAssignment","Both"
"dbo.PlanKpiConfigurationCulture","Both"
"dbo.PlanKpiCostSetting","Both"
"dbo.PlanKPIDay","Both"
"dbo.PlanKPIException","Both"
"dbo.PlanKPIMinute","Both"
"dbo.PlanKpiMonthlyViewSetting","Both"
"dbo.PlanKpiPayCodeElementValue","Both"
"dbo.PlanKpiPayCodeGroup","Both"
"dbo.PlanKpiPayCodeGroupCulture","Both"
"dbo.PlanKpiPayCodeGroupDetail","Both"
"dbo.PlanKpiPayCodeRule","Both"
