"Table","Location"
"dbo.PlanKpiPayCodeRuleCulture","Both"
"dbo.PlanKPISummaryKPIFormaUIParameter","Both"
"dbo.PlanKPISummaryUIColumnParameter","Both"
"dbo.PlanKpiSummaryUIColumnParameterCulture","Both"
"dbo.PlanKPISummaryUIRowParameter","Both"
"dbo.PlanKpiSummaryUIRowParameterCulture","Both"
"dbo.PlanKpiTrendChart","Both"
"dbo.PlanKpiTrendChartCulture","Both"
"dbo.PlanKpiTrendChartSeries","Both"
"dbo.PlanKpiTrendChartSeriesCulture","Both"
"dbo.PlanKPIWeek","Both"
"dbo.PlanKPIWeekCalc","Both"
"dbo.PlanLaborBudgetContext","Both"
"dbo.PlanLaborBudgetEmployeeLaborGroupElementValue","Both"
"dbo.PlanLaborBudgetEmployeeLaborGroupPolicy","Both"
"dbo.PlanLaborBudgetEmployeeLaborGroupQualifier","Both"
"dbo.PlanLaborBudgetEmployeeLaborGroupRule","Both"
"dbo.PlanLaborBudgetEmployeeLaborGroupRuleSet","Both"
"dbo.PlanLaborBudgetGenerationOptions","Both"
"dbo.PlanLaborBudgetLaborModel","Both"
"dbo.PlanLaborBudgetOrgUnitAssignment","Both"
"dbo.PlanLaborBudgetPublishedBudgetData","Both"
"dbo.PlanLaborBudgetSalesModel","Both"
"dbo.PlanLaborBudgetScenario","Both"
"dbo.PlanLaborBudgetScenarioAssignment","Both"
"dbo.PlanLaborBudgetSpecialDaysData","Both"
"dbo.PlanLaborBudgetTableColumnToKpiMapping","Both"
"dbo.PlanLaborBudgetTemplate","Both"
"dbo.PlanLaborStandard","Both"
"dbo.PlanLaborStandardAssignment","Both"
"dbo.PlanLaborStandardCategoryCode","Both"
"dbo.PlanLaborStandardCategoryCodeCulture","Both"
"dbo.PlanLaborStandardCategoryCodeDeptTotal","Both"
"dbo.PlanLaborStandardCategoryCodeMapping","Both"
"dbo.PlanLaborStandardCulture","Both"
"dbo.PlanLaborStandardDriver","Both"
"dbo.PlanLaborStandardDriverCulture","Both"
"dbo.PlanLaborStandardDriverType","Both"
"dbo.PlanLaborStandardDriverTypeCulture","Both"
"dbo.PlanLaborStandardDriverValue","Both"
"dbo.PlanLaborStandardForecastMap","Both"
"dbo.PlanLaborStandardForecastMapAssignment","Both"
"dbo.PlanLaborStandardForecastMapDetail","Both"
"dbo.PlanLaborStandardForecastMapDriverExclusion","Both"
"dbo.PlanLaborStandardForecastMapType","Both"
"dbo.PlanMethodTarget","Both"
"dbo.PlanMethodTargetAssignment","Both"
"dbo.PlanMethodTargetCulture","Both"
"dbo.PlanMethodTargetDOW","Both"
"dbo.PlanPeriod","Both"
"dbo.PlanPeriodOrg","Both"
"dbo.PlanPolicy","Both"
"dbo.PlanPolicyAssignment","Both"
"dbo.PlanPolicyView","Both"
"dbo.PlanTargetLookup","Both"
"dbo.PlanTargetLookupCulture","Both"
"dbo.PlanTargetLookupRange","Both"
"dbo.PlanTargetLookupStage_Base","Both"
"dbo.PlanTargetLookupStage_Queue","Both"
"dbo.PlanTimeGranularity","Both"
"dbo.PlanUIParameter","Both"
"dbo.PlanView","Both"
"dbo.PlanViewElement","Both"
"dbo.PlanViewHierarchyType","Both"
"dbo.PlanViewTimeGranularity","Both"
"dbo.Plex16033_ReportDefinition","Both"
"dbo.PositionTerm","Both"
"dbo.PositionTermAus","Both"
"dbo.PositionTermCulture","Both"
"dbo.PRAccountType","Both"
"dbo.PRAccountTypeCulture","Both"
"dbo.PRAction","Both"
"dbo.PRActionAudit","Both"
"dbo.PRActionContext","Both"
"dbo.PRActionContextEmployee","Both"
"dbo.PRActionCriteria","Both"
"dbo.PRActionCriteriaAudit","Both"
"dbo.PRActionDelayOption","Both"
"dbo.PRActionDelayOptionCulture","Both"
"dbo.PRActionEffectiveDate","Both"
"dbo.PRActionEffectiveDateCulture","Both"
"dbo.PRActionEnginePolicy","Both"
"dbo.PRActionOperationType","Both"
"dbo.PRActionParamValue","Both"
"dbo.PRActionParamValueAudit","Both"
"dbo.PRActionRule","Both"
"dbo.PRActionRuleAudit","Both"
"dbo.PRActionRuleCulture","Both"
"dbo.PRActionRuleCultureAudit","Both"
"dbo.PRActionRuleType","Both"
"dbo.PRAddress","Both"
"dbo.PRAddressApplyChangesOnDate","Both"
"dbo.PRAddressAudit","Both"
"dbo.PRAdhocReportingFieldData","Both"
"dbo.PRAdhocReportingFieldDataCulture","Both"
"dbo.PRAdvancePayWFMDataType","Both"
"dbo.PRAdvancePayWFMDataTypeCulture","Both"
"dbo.PRAIAnomalyDetection","Both"
"dbo.PRAmendmentRequest","Both"
"dbo.PRAmendmentRequestEmployee","Both"
"dbo.PRAmendmentRequestOffCyclePayRun","Both"
"dbo.PRAmendmentRequestProperty","Both"
"dbo.PRAmendmentRequestPropertyCulture","Both"
"dbo.PRAmendmentRequestPropertyValue","Both"
"dbo.PRAmendmentRequestStatus","Both"
"dbo.PRAmendmentRequestStatusCulture","Both"
"dbo.PRAmendmentRequestType","Both"
"dbo.PRAmendmentRequestTypeCulture","Both"
"dbo.PRApprovableEntryMessage","Both"
"dbo.PRAutomaticSystemActionDiagnosticLog","Both"
"dbo.PRAutoVoidColumnsMapping","Both"
"dbo.PRAutoVoidTableMapping","Both"
"dbo.PRBackgroundJobLogResponse","Both"
"dbo.PRBackgroundJobLogResponseSeverity","Both"
"dbo.PRBackgroundJobLogResponseSeverityCulture","Both"
"dbo.PRBackgroundJobLogResponseType","Both"
"dbo.PRBackgroundJobLogResponseTypeCulture","Both"
"dbo.PRBankAccount","Both"
"dbo.PRBankAccountArchive","Both"
"dbo.PRBankAccountBranchAddress","Both"
"dbo.PRBankAccountBranchAddressArchive","Both"
"dbo.PRBankAccountBranchAddressBankAccount","Both"
"dbo.PRBankAccountBranchAddressCulture","Both"
"dbo.PRBankAccountBranchAddressCultureArchive","Both"
"dbo.PRBankAccountBranchAddressCulturePermanent","Both"
"dbo.PRBankAccountBranchAddressOCCPartnerBankAccount","Both"
"dbo.PRBankAccountBranchAddressPermanent","Both"
"dbo.PRBankAccountCulture","Both"
"dbo.PRBankAccountCultureArchive","Both"
"dbo.PRBankAccountCulturePermanent","Both"
"dbo.PRBankAccountParameter","Both"
"dbo.PRBankAccountPermanent","Both"
"dbo.PRBankAccountSEPAParameter","Both"
"dbo.PRBankAccountSerialNumberAllocationHistory","Both"
"dbo.PRBankAccountSignature","Both"
"dbo.PRBankAccountType","Both"
"dbo.PRBankAccountTypeCulture","Both"
"dbo.PRBankNumberMapping","Both"
"dbo.PRBOFileAssignment","Both"
"dbo.PRBOFileAssignmentAudit","Both"
"dbo.PRCABPSSpecialPaymentType","Both"
"dbo.PRCABPSSpecialPaymentTypeCulture","Both"
"dbo.PRCAIncomeTaxCalcMethod","Both"
"dbo.PRCAIncomeTaxCalcMethodCulture","Both"
"dbo.PRCanadaTaxAgency","Both"
"dbo.PRCanadaTaxAgencyCulture","Both"
"dbo.PRCandaTaxByProvince","Both"
"dbo.PRCertifiedPayrollExportDef","Both"
"dbo.PRCertifiedPayrollExportDefCulture","Both"
"dbo.PRCertifiedPayrollExportDefPropertyValue","Both"
"dbo.PRCollectionFrequency","Both"
"dbo.PRCollectionFrequencyCulture","Both"
"dbo.PRCommitLockPhase","Both"
"dbo.PRCommitLockPhaseCulture","Both"
"dbo.PRCommitState","Both"
"dbo.PRCommitStateCulture","Both"
"dbo.PRCompany","Both"
"dbo.PRCompanyAudit","Both"
"dbo.PRCompanyCar","Both"
"dbo.PRCompanyCarAudit","Both"
"dbo.PRCompanyCarImportValidationLog","Both"
"dbo.PRCompanyCulture","Both"
"dbo.PRConfirmationLogType","Both"
"dbo.PRContact","Both"
"dbo.PRContactApplyChangesOnDate","Both"
"dbo.PRContactAudit","Both"
"dbo.PRCTSCodeGroup","Both"
"dbo.PRCTSCodeGroupMember","Both"
"dbo.PRCTSRollupTax","Both"
"dbo.PRCTSTaxFormAccumulation","Both"
"dbo.PRCTSTaxFormAccumulationMapping","Both"
"dbo.PRCTSTaxFormFieldMapping","Both"
"dbo.PRCTSWageAccumulationMethod","Both"
"dbo.PRData","Both"
"dbo.PRDataAdditional","Both"
"dbo.PRDataCulture","Both"
"dbo.PRDataExportMaxRecordCount","Both"
"dbo.PRDataMapping","Both"
"dbo.PRDataType","Both"
"dbo.PRDeduction","Both"
"dbo.PRDeductionAccumulator","Both"
"dbo.PRDeductionAccumulatorAccumType","Both"
"dbo.PRDeductionAccumulatorAccumTypeArchive","Both"
"dbo.PRDeductionAccumulatorAccumTypeAudit","Both"
"dbo.PRDeductionAccumulatorAccumTypeCulture","Both"
"dbo.PRDeductionAccumulatorAccumTypeCultureArchive","Both"
"dbo.PRDeductionAccumulatorAccumTypeCulturePermanent","Both"
"dbo.PRDeductionAccumulatorAccumTypePermanent","Both"
"dbo.PRDeductionAccumulatorAudit","Both"
"dbo.PRDeductionAccumulatorCulture","Both"
"dbo.PRDeductionAccumulatorDeduction","Both"
"dbo.PRDeductionAccumulatorDeductionAudit","Both"
"dbo.PRDeductionArchive","Both"
"dbo.PRDeductionAudit","Both"
"dbo.PRDeductionCode","Both"
"dbo.PRDeductionCodeAudit","Both"
"dbo.PRDeductionCodeCountry","Both"
"dbo.PRDeductionCodeCountryAudit","Both"
"dbo.PRDeductionCodeCulture","Both"
"dbo.PRDeductionCodeElementValue","Both"
"dbo.PRDeductionCodeElementValueAudit","Both"
"dbo.PRDeductionCodeTaxFormDefField","Both"
"dbo.PRDeductionCodeTaxFormDefFieldAudit","Both"
"dbo.PRDeductionCountryOverride","Both"
"dbo.PRDeductionCulture","Both"
"dbo.PRDeductionCultureArchive","Both"
"dbo.PRDeductionCulturePermanent","Both"
"dbo.PRDeductionElementValue","Both"
"dbo.PRDeductionElementValueAudit","Both"
"dbo.PRDeductionExpression","Both"
"dbo.PRDeductionExpressionAudit","Both"
"dbo.PRDeductionLimit","Both"
"dbo.PRDeductionLimitAudit","Both"
"dbo.PRDeductionParam","Both"
"dbo.PRDeductionParamAdditionalSetting","Both"
"dbo.PRDeductionParamAdditionalSettingAudit","Both"
"dbo.PRDeductionParamAudit","Both"
"dbo.PRDeductionPermanent","Both"
"dbo.PRDeductionStopPaymentMethod","Both"
"dbo.PRDeductionTaxMethod","Both"
"dbo.PRDeductionTaxMethodCulture","Both"
"dbo.PRDeductionTaxMethodPlanLimit","Both"
"dbo.PRDeductionTaxType","Both"
"dbo.PRDeductionTaxTypeCulture","Both"
"dbo.PRDeductionTaxTypeGroup","Both"
"dbo.PRDeductionTaxTypeGroupCulture","Both"
"dbo.PRDeductionType","Both"
"dbo.PRDeductionTypeCulture","Both"
"dbo.PRDefaultHourWorkedForTax","Both"
"dbo.PRDeferredCompPlan","Both"
"dbo.PRDeferredCompPlanCulture","Both"
"dbo.PRDeferredCompPlanLimit","Both"
"dbo.PRDeferredCompPlanLimitOption","Both"
"dbo.PRDeferredCompPlanLimitOptionCulture","Both"
"dbo.PRDeferredCompPlanLimitType","Both"
"dbo.PRDeferredCompPlanLimitTypeCulture","Both"
"dbo.PRDeferredCompPlanSystemLimit","Both"
"dbo.PRDeferredCompPlanSystemLimitDef","Both"
"dbo.PRDeferredCompTaxType","Both"
"dbo.PRDeferredCompTaxTypeCulture","Both"
"dbo.PRDEUAbsenceType","Both"
"dbo.PRDEUAbsenceTypeCulture","Both"
"dbo.PRDEUAbsenceTypeToRequestReason","Both"
"dbo.PRDEUAccidentInsuranceProvider","Both"
"dbo.PRDEUBW02BlockData","Both"
"dbo.PRDEUBW02BlockDataAudit","Both"
"dbo.PRDEUBW02Info","Both"
"dbo.PRDEUBW02InfoAudit","Both"
"dbo.PRDEUBW02PayRunData","Both"
"dbo.PRDEUBW02PayRunDataAudit","Both"
"dbo.PRDEUCareInsurance","Both"
"dbo.PRDEUCareInsuranceCulture","Both"
"dbo.PRDEUCompanyTypeNames","Both"
"dbo.PRDEUEmployeeAccidentInsurance","Both"
"dbo.PRDEUEmployeeAccidentInsuranceAudit","Both"
"dbo.PRDEUEmployeeAccidentInsuranceHazardCategory","Both"
"dbo.PRDEUEmployeeAccidentInsuranceHazardCategoryAudit","Both"
"dbo.PRDEUEmployeeCompanyPension","Both"
"dbo.PRDEUEmployeeCompanyPensionAudit","Both"
"dbo.PRDEUEmployeeCrossBorderCommuter","Both"
"dbo.PRDEUEmployeeCrossBorderCommuterAudit","Both"
"dbo.PRDEUEmployeeDEUVReason57Trigger","Both"
"dbo.PRDEUEmployeeDEUVReason57TriggerAudit","Both"
"dbo.PRDEUEmployeeForcedRecalc","Both"
"dbo.PRDEUEmployeeForcedRecalcAudit","Both"
"dbo.PRDEUEmployeeGroupInsurance","Both"
"dbo.PRDEUEmployeeMultiEmployment","Both"
"dbo.PRDEUEmployeeMultiEmploymentAudit","Both"
"dbo.PRDEUEmployeePayReplacementBenefits","Both"
"dbo.PRDEUEmployeePayReplacementBenefitsAudit","Both"
"dbo.PRDEUEmployeeSocialInsurance","Both"
"dbo.PRDEUEmployeeSocialInsuranceAudit","Both"
"dbo.PRDEUEmployeeTaxReporting","Both"
"dbo.PRDEUEmployeeTaxReportingAudit","Both"
"dbo.PRDEUEmployeeWageTax","Both"
"dbo.PRDEUEmployeeWageTaxAudit","Both"
"dbo.PRDEUEnterpriseNumber","Both"
"dbo.PRDEUHazardCategory","Both"
"dbo.PRDEUHealthCareProvider","Both"
"dbo.PRDEUHealthInsurance","Both"
"dbo.PRDEUHealthInsuranceCulture","Both"
"dbo.PRDEUHealthInsuranceProvider","Both"
"dbo.PRDEUHealthInsuranceProviderAdditionalContributionRate","Both"
"dbo.PRDEUHealthInsuranceProviderAddresses","Both"
"dbo.PRDEUHealthInsuranceProviderAverageAdditionalContributionRate","Both"
"dbo.PRDEUHealthInsuranceProviderAverageGrossIncome","Both"
"dbo.PRDEUHealthInsuranceProviderBankAccount","Both"
"dbo.PRDEUHealthInsuranceProviderBankInfoOverride","Both"
"dbo.PRDEUHealthInsuranceProviderBankInfoOverrideAudit","Both"
"dbo.PRDEUHealthInsuranceProviderContributionRate","Both"
"dbo.PRDEUHealthInsuranceProviderDataCollectionDistributionPoints","Both"
"dbo.PRDEUHealthInsuranceProviderDataImport","Both"
"dbo.PRDEUHealthInsuranceProviderInstitutionCode","Both"
"dbo.PRDEUHealthInsuranceProviderTransmissionData","Both"
"dbo.PRDEUOccupationalPension","Both"
"dbo.PRDEUOccupationalPensionAudit","Both"
"dbo.PRDEUOccupationalPensionPlanProviders","Both"
"dbo.PRDEUPensionInsurance","Both"
"dbo.PRDEUPensionInsuranceCulture","Both"
"dbo.PRDEUPensionPayer","Both"
"dbo.PRDEUPensionPayerCulture","Both"
"dbo.PRDEUPrivateHealthCarePayer","Both"
"dbo.PRDEUPrivateHealthCarePayerCulture","Both"
"dbo.PRDEUPrivateHealthInsurance","Both"
"dbo.PRDEUPrivateHealthInsuranceAudit","Both"
"dbo.PRDEUSocialInsuranceContributionsInfo","Both"
"dbo.PRDEUSocialInsuranceContributionsInfoAudit","Both"
"dbo.PRDEUTaxClass","Both"
"dbo.PRDEUUnemploymentInsurance","Both"
"dbo.PRDEUUnemploymentInsuranceCulture","Both"
"dbo.PRDisbursementSource","Both"
"dbo.PRDisbursementSourceCulture","Both"
"dbo.PRDisbursementStage","Both"
"dbo.PRDisbursementStageCulture","Both"
"dbo.PREarnDeductAccumRollingPeriodType","Both"
"dbo.PREarnDeductAccumRollingPeriodTypeCulture","Both"
"dbo.PREarnDeductAccumType","Both"
"dbo.PREarnDeductAccumTypeCulture","Both"
"dbo.PREarnDeductCalcParamAccessType","Both"
"dbo.PREarnDeductCalcParamAccessTypeCulture","Both"
"dbo.PREarnDeductCalcType","Both"
"dbo.PREarnDeductCalcTypeCulture","Both"
"dbo.PREarnDeductCalcTypeParam","Both"
"dbo.PREarnDeductCalculationByLegalEntity","Both"
"dbo.PREarnDeductCalculationByLegalEntityCulture","Both"
"dbo.PREarnDeductCalculationLegalEntityAllocation","Both"
"dbo.PREarnDeductCalculationLegalEntityAllocationCulture","Both"
"dbo.PREarnDeductionSystemParam","Both"
"dbo.PREarnDeductionSystemParamCulture","Both"
"dbo.PREarnDeductionSystemParamSetting","Both"
"dbo.PREarnDeductionSystemParamSettingCulture","Both"
"dbo.PREarnDeductLegalEntityAccum","Both"
"dbo.PREarnDeductLegalEntityAccumCulture","Both"
"dbo.PREarnDeductLimitType","Both"
"dbo.PREarnDeductLimitTypeCulture","Both"
"dbo.PREarnDeductLookupType","Both"
"dbo.PREarnDeductLookupTypeCulture","Both"
"dbo.PREarnDeductSchedule","Both"
"dbo.PREarnDeductScheduleCulture","Both"
"dbo.PREarnDeductSourceType","Both"
"dbo.PREarnDeductSourceTypeCulture","Both"
"dbo.PREarnDeductTaxOperation","Both"
"dbo.PREarnDeductTaxOperationCulture","Both"
"dbo.PREarning","Both"
"dbo.PREarningAccumulator","Both"
"dbo.PREarningAccumulatorAccumType","Both"
"dbo.PREarningAccumulatorAccumTypeArchive","Both"
"dbo.PREarningAccumulatorAccumTypeAudit","Both"
"dbo.PREarningAccumulatorAccumTypeCulture","Both"
"dbo.PREarningAccumulatorAccumTypeCultureArchive","Both"
"dbo.PREarningAccumulatorAccumTypeCulturePermanent","Both"
"dbo.PREarningAccumulatorAccumTypePermanent","Both"
"dbo.PREarningAccumulatorAudit","Both"
"dbo.PREarningAccumulatorCulture","Both"
"dbo.PREarningAccumulatorEarning","Both"
"dbo.PREarningAccumulatorEarningAudit","Both"
"dbo.PREarningAmount","Both"
"dbo.PREarningAmountType","Both"
"dbo.PREarningAmountTypeCulture","Both"
"dbo.PREarningArchive","Both"
"dbo.PREarningAudit","Both"
"dbo.PREarningBalance","Both"
"dbo.PREarningBalanceAudit","Both"
"dbo.PREarningCode","Both"
"dbo.PREarningCodeAudit","Both"
"dbo.PREarningCodeCountry","Both"
"dbo.PREarningCodeCountryAudit","Both"
"dbo.PREarningCodeCulture","Both"
"dbo.PREarningCodeDistributionCode","Both"
"dbo.PREarningCodeDistributionCodeCulture","Both"
"dbo.PREarningCodeDistributionCodePuertoRico","Both"
"dbo.PREarningCodeElementValue","Both"
"dbo.PREarningCodeElementValueAudit","Both"
"dbo.PREarningCodeGarnishmentType","Both"
"dbo.PREarningCodeGarnishmentTypeCulture","Both"
"dbo.PREarningCodeParamTaxAuthorityInstance","Both"
"dbo.PREarningCodeROEMapping","Both"
"dbo.PREarningCodeTaxFormDefField","Both"
"dbo.PREarningCodeTaxFormDefFieldAudit","Both"
"dbo.PREarningCountryOverride","Both"
"dbo.PREarningCulture","Both"
"dbo.PREarningCultureArchive","Both"
"dbo.PREarningCulturePermanent","Both"
"dbo.PREarningDetailHistory","Both"
"dbo.PREarningElementValue","Both"
"dbo.PREarningElementValueAudit","Both"
"dbo.PREarningExpression","Both"
"dbo.PREarningExpressionAudit","Both"
"dbo.PREarningLimit","Both"
"dbo.PREarningLimitAudit","Both"
"dbo.PREarningLSFType","Both"
"dbo.PREarningParam","Both"
"dbo.PREarningParamAdditionalSetting","Both"
"dbo.PREarningParamAdditionalSettingAudit","Both"
"dbo.PREarningParamAudit","Both"
"dbo.PREarningParamConfiguration","Both"
"dbo.PREarningParamConfigurationAudit","Both"
"dbo.PREarningPermanent","Both"
"dbo.PREarningStatementEmailTemplate","Both"
"dbo.PREarningStatementEmailTemplateAudit","Both"
"dbo.PREarningStatementEmailTemplateCulture","Both"
"dbo.PREarningStatementEmailTemplateToken","Both"
"dbo.PREarningStatementEmailTemplateTokenCulture","Both"
"dbo.PREarningStopPaymentMethod","Both"
"dbo.PREarningTaxMethod","Both"
"dbo.PREarningTaxMethodCulture","Both"
"dbo.PREarningType","Both"
"dbo.PREarningTypeCulture","Both"
"dbo.PREarningTypeTaxMethod","Both"
"dbo.PredictionAttributeActionReason","Both"
"dbo.Predictive_AbsenceHistory","Both"
"dbo.Predictive_AddressChangeHistory","Both"
"dbo.Predictive_EmployeeBase","Both"
"dbo.Predictive_JobChangeHistory","Both"
"dbo.Predictive_MaritalChangeHistory","Both"
"dbo.Predictive_PunchedHoursHistory","Both"
"dbo.Predictive_PunchedPayAmountHistory","Both"
"dbo.Predictive_RateChangeHistory","Both"
"dbo.Predictive_SalariedHoursHistory","Both"
"dbo.Predictive_SalariedPayAmountHistory","Both"
"dbo.PREFTRejectData","Both"
"dbo.PREFTRejectReasonType","Both"
"dbo.PREFTRejectReasonTypeCulture","Both"
"dbo.PREFTRejectRefundType","Both"
"dbo.PREFTRejectRefundTypeCulture","Both"
"dbo.PreHireQuestionnaire","Both"
"dbo.PreHireQuestionnaireAudit","Both"
"dbo.PreHireQuestionnaireCulture","Both"
"dbo.PreHireQuestionnaireField","Both"
"dbo.PreHireQuestionnaireFieldAudit","Both"
"dbo.PreHireQuestionnaireFieldCulture","Both"
"dbo.PRElectionSourceType","Both"
"dbo.PRElectionSourceTypeCulture","Both"
"dbo.PREmbeddedCode","Both"
"dbo.PREmbeddedCodeAudit","Both"
"dbo.PREmbeddedCodeType","Both"
"dbo.PREMCriteriaParameter","Both"
"dbo.PREMCriteriaSource","Both"
"dbo.PREMCriteriaToken","Both"
"dbo.PREmployeeAbsence","Both"
"dbo.PREmployeeAbsenceAAGMessage","Both"
"dbo.PREmployeeAbsenceAAGMessageAudit","Both"
"dbo.PREmployeeAbsenceAUCertificate","Both"
"dbo.PREmployeeAbsenceAudit","Both"
"dbo.PREmployeeAbsenceEAUMessage","Both"
"dbo.PREmployeeAbsenceEELMessage","Both"
"dbo.PREmployeeAbsenceEELMessageEarnings","Both"
"dbo.PREmployeeAbsenceEELMessageGeneral","Both"
"dbo.PREmployeeAbsenceEELMessageMaternity","Both"
"dbo.PREmployeeAbsenceEELMessagePRB","Both"
"dbo.PREmployeeAbsenceEELMessageSickness","Both"
"dbo.PREmployeeAbsenceEELMessageWorkingTime","Both"
"dbo.PREmployeeAbsencePayRunAbsence","Both"
"dbo.PREmployeeAbsenceRelatedAbsence","Both"
"dbo.PREmployeeBalanceSummaryArchive","Both"
"dbo.PREmployeeBalanceSummaryMappingArchive","Both"
"dbo.PREmployeeBalanceSummaryMappingPermanent","Both"
"dbo.PREmployeeBalanceSummaryPermanent","Both"
"dbo.PREmployeeBlock","Both"
"dbo.PREmployeeBlockType","Both"
"dbo.PREmployeeChangeDetail","Both"
"dbo.PREmployeeChangeDetailPostponed","Both"
"dbo.PREmployeeChangeDetailPurpose","Both"
"dbo.PREmployeeChangePurpose","Both"
"dbo.PREmployeeChangeRecordField","Both"
"dbo.PREmployeeChangeRecordFieldPurpose","Both"
"dbo.PREmployeeChangeRecordType","Both"
"dbo.PREmployeeElstam","Both"
"dbo.PREmployeeElstamAudit","Both"
"dbo.PREmployeeExcludedFromEM","Both"
"dbo.PREmployeeExcludedFromEMAudit","Both"
"dbo.PREmployeeIETCategory","Both"
"dbo.PREmployeePrivateElstam","Both"
"dbo.PREmployeePrivateElstamAudit","Both"
"dbo.PREmployeePropertyBagParameterValue","Both"
"dbo.PREmployeePropertyBagParameterValueAudit","Both"
"dbo.PREmployeePropertyBagParameterValueDef","Both"
"dbo.PREmployeePropertyBagParameterValueDefAudit","Both"
"dbo.PREmployeeSpecialTaxation","Both"
"dbo.PREmployeeSpecialTaxationAudit","Both"
"dbo.PREmployeeSpecialTaxationElementValue","Both"
"dbo.PREmployeeSpecialTaxationElementValueAudit","Both"
"dbo.PREmployeeStatementEmployerTax","Both"
"dbo.PREmployeeStreamPayConfig","Both"
"dbo.PREmployeeStreamPayConfigAudit","Both"
"dbo.PREmployeeTravelerWithholdingThresholdStatus","Both"
"dbo.PREmployeeTravelerWithholdingThresholdStatusArchive","Both"
"dbo.PREmployeeTravelerWithholdingThresholdStatusDetail","Both"
"dbo.PREmployeeTravelerWithholdingThresholdStatusDetailArchive","Both"
"dbo.PREmployeeTravelerWithholdingThresholdStatusDetailPermanent","Both"
"dbo.PREmployeeTravelerWithholdingThresholdStatusPermanent","Both"
"dbo.PREmployerContributionType","Both"
"dbo.PREmployerContributionTypeCulture","Both"
"dbo.PREncryptionCodec","Both"
"dbo.PREngineMode","Both"
"dbo.PREngineModeCulture","Both"
"dbo.PREngineModeRuleQualifier","Both"
"dbo.PREngineModeTerminatingRuleException","Both"
"dbo.PrenoteEventLog","Both"
"dbo.PREventMessageDetail","Both"
"dbo.PREventMessageHeader","Both"
"dbo.PREventMessageProcess","Both"
"dbo.PreviousEmployerInformation","Both"
"dbo.PreviousEmployerInformationAudit","Both"
"dbo.PRExpressionRateSet","Both"
"dbo.PRExpressionRateSetAudit","Both"
"dbo.PRExpressionRateSetCriteria","Both"
"dbo.PRExpressionRateSetCriteriaAudit","Both"
"dbo.PRExpressionRateSetCriteriaCulture","Both"
"dbo.PRExpressionRateSetCulture","Both"
"dbo.PRExpressionRateSetLevel","Both"
"dbo.PRExpressionRateSetLevelAudit","Both"
"dbo.PRExpressionRateSetLevelCriteria","Both"
"dbo.PRExpressionRateSetLevelCriteriaAudit","Both"
"dbo.PRExpressionRateSetLevelCulture","Both"
"dbo.PRExpressionRateSetLevelRate","Both"
"dbo.PRExpressionRateSetLevelRateAudit","Both"
"dbo.PRExpressionRateSetRateCategory","Both"
"dbo.PRExpressionRateSetRateCategoryAudit","Both"
"dbo.PRExpressionRateSetRateCategoryCulture","Both"
"dbo.PRExpressionRateSetRateCategoryDataType","Both"
"dbo.PRExpressionRateSetRateCategoryDataTypeCulture","Both"
"dbo.PRFieldDataType","Both"
"dbo.PRFilingPeriodExportXsd","Both"
"dbo.PRFilingPeriodMessage","Both"
"dbo.PRFilingPeriodMessageLevel","Both"
"dbo.PRFilingPeriodMessageSource","Both"
"dbo.PRFilingPeriodTransactionDateRangeSplit","Both"
"dbo.PRFillingPeriod","Both"
"dbo.PRFillingPeriodCulture","Both"
"dbo.PRFillingPeriodProcessingMode","Both"
"dbo.PRFillingPeriodProcessingModeCulture","Both"
"dbo.PRFillingPeriodSchedule","Both"
"dbo.PRFillingPeriodScheduleLog","Both"
"dbo.PRFillingPeriodTaxExportStatus","Both"
"dbo.PRFillingPeriodType","Both"
